Date,Open,Low,Close,Adj Close,Volume,High,,,,,,,,,,,,,,,,,
42229,116.040001,114.540001,115.150002,110.388504,48535800,116.400002,,,,621,131.694541,-0.064535956,,,,,,,,,,,
42230,114.32,114.010002,115.959999,111.165001,42929500,116.309998,,,,622,132.9857141,-0.015713102,,,,,,,,,,,
42233,116.040001,115.5,117.160004,112.315399,40884700,117.650002,,,,623,132.5276186,0.382385413,,,,,,,,,,,
42234,116.43,116.010002,116.5,111.682663,34560700,117.440002,,,,624,132.2914893,-0.031494337,,,,,,,,,,,
42235,116.099998,114.68,115.010002,110.254295,47445700,116.519997,,,,625,132.6415876,-0.691590577,,,,,,,,,,,
42236,114.080002,111.629997,112.650002,107.991882,68501600,114.349998,,,,626,131.7161683,-0.266171289,,,,,,,,,,,
42237,110.43,105.650002,105.760002,101.386787,128275500,111.900002,,,,627,131.1213331,0.268665931,,,,,,,,,,,
42240,94.870003,92,103.120003,98.855957,162206300,108.800003,,,,628,130.7049722,-0.04496821,,,,,,,,,,,
42241,111.110001,103.5,103.739998,99.450302,103601600,111.110001,,,,629,131.1194134,-0.179411367,,,,,,,,,,,
42242,107.089996,105.050003,109.690002,105.154282,96774600,109.889999,,,,630,130.274225,0.305777036,,,,,,,,,,,
42243,112.230003,110.019997,112.919998,108.250717,84616100,113.239998,,,,631,129.8986089,-0.208606891,,,,,,,,,,,
42244,112.169998,111.540001,113.290001,108.605408,53164400,113.309998,,,,632,129.5474214,-0.337414443,,,,,,,,,,,
42247,112.029999,112,112.760002,108.097336,56229300,114.529999,,,,633,128.2941402,-0.214138207,,,,,,,,,,,
42248,110.150002,107.360001,107.720001,103.265732,76845900,111.879997,,,,634,129.2369235,0.103072475,,,,,,,,,,,
42249,110.230003,109.129997,112.339996,107.694687,61888800,112.339996,,,,635,129.6108475,0.56914548,,,,,,,,,,,
42250,112.489998,110.040001,110.370003,105.806152,53233900,112.779999,,,,636,128.4563274,-0.126325355,,,,,,,,,,,
42251,108.970001,108.510002,109.269997,104.75164,49996300,110.449997,,,,637,127.455529,-0.215531008,,,,,,,,,,,
42255,111.75,110.32,112.309998,107.665932,54843600,112.559998,,,,638,128.2342666,-0.384268595,,,,,,,,,,,
42256,113.760002,109.769997,110.150002,105.595253,85010800,114.019997,,,,639,128.3520028,-0.472005842,,,,,,,,,,,
42257,110.269997,109.900002,112.57,107.915176,62892800,113.279999,,,,640,128.2903956,0.019602385,,,,,,,,,,,
42258,111.790001,111.760002,114.209999,109.487366,49915500,114.209999,,,,641,128.1029079,-0.282907879,,,,,,,,,,,
42261,116.580002,114.860001,115.309998,110.541878,58363400,116.889999,,,,642,128.3133885,-0.253390532,,,,,,,,,,,
42262,115.93,114.419998,116.279999,111.471771,43341200,116.529999,,,,643,127.9473085,-0.337307497,,,,,,,,,,,
42263,116.25,115.440002,116.410004,111.596405,37173500,116.540001,,,,644,128.5969671,1.203035915,,,,,,,,,,,
42264,115.660004,113.720001,113.919998,109.209358,64112600,116.489998,,,,645,128.969382,0.230615043,,,,,,,,,,,
42265,112.209999,111.870003,113.449997,108.758797,74285300,114.300003,,,,646,128.0869486,-0.096950589,,,,,,,,,,,
42268,113.669998,113.660004,115.209999,110.446014,50222000,115.370003,,,,647,125.8309309,0.6390701,,,,,,,,,,,
42269,113.379997,112.519997,113.400002,108.710861,50346200,114.18,,,,648,126.3751335,-0.255130523,,,,,,,,,,,
42270,113.629997,113.300003,114.32,109.592827,35756700,114.720001,,,,649,127.5847489,-0.644746939,,,,,,,,,,,
42271,113.25,112.370003,115,110.244705,50219500,115.5,,,,650,127.2266298,-0.536627807,,,,,,,,,,,
42272,116.440002,114.019997,114.709999,109.966698,56151900,116.690002,,,,651,126.2786404,-0.048637387,,,,,,,,,,,
42275,113.849998,112.440002,112.440002,107.790565,52109000,114.57,,,,652,127.1656723,-1.015670308,,,,,,,,,,,
42276,112.830002,107.860001,109.059998,104.550331,73365400,113.510002,,,,653,124.568428,0.071570992,,,,,,,,,,,
42277,110.169998,108.730003,110.300003,105.739059,66473000,111.540001,,,,654,123.6586901,0.401307908,,,,,,,,,,,
42278,109.07,107.309998,109.580002,105.04882,63929100,109.620003,,,,655,123.8863517,-0.036353679,,,,,,,,,,,
42279,108.010002,107.550003,110.379997,105.815742,58019800,111.010002,,,,656,126.3678021,-0.607800117,,,,,,,,,,,
42282,109.879997,109.07,110.779999,106.199203,52064700,111.370003,,,,657,126.6813788,-0.311375753,,,,,,,,,,,
42283,110.629997,109.769997,111.309998,106.707283,48196800,111.739998,,,,658,127.1483559,0.001646113,,,,,,,,,,,
42284,111.739998,109.410004,110.779999,106.199203,46765600,111.769997,,,,659,129.0479533,-0.477946253,,,,,,,,,,,
42285,110.190002,108.209999,109.5,104.97213,61979600,110.190002,,,,660,130.4239072,-0.803912201,,,,,,,,,,,
42286,110,109.489998,112.120003,107.483788,52766100,112.279999,,,,661,132.6198089,0.350192116,,,,,,,,,,,
42289,112.730003,111.440002,111.599998,106.985291,30467200,112.75,,,,662,133.1512766,-0.231278595,,,,,,,,,,,
42290,110.82,110.68,111.790001,107.167442,33049300,112.449997,,,,663,125.342548,0.157451965,,,,,,,,,,,
42291,111.290001,109.559998,110.209999,105.652771,44462400,111.519997,,,,664,126.5839995,0.505996461,,,,,,,,,,,
42292,110.93,110.489998,111.860001,107.23455,37673500,112.099998,,,,665,125.900606,-0.160607985,,,,,,,,,,,
42293,111.779999,110.529999,111.040001,106.448448,39232600,112,,,,666,123.8724233,-0.262422272,,,,,,,,,,,
42296,110.800003,110.110001,111.730003,107.109909,29759200,111.75,,,,667,124.2763792,-0.36637518,,,,,,,,,,,
42297,111.339996,110.82,113.769997,109.065559,48778800,114.169998,,,,668,123.9713744,-0.471374376,,,,,,,,,,,
42298,114,113.699997,113.760002,109.055977,41795200,115.580002,,,,669,123.1724079,-0.602407872,,,,,,,,,,,
42299,114.330002,114.099998,115.5,110.724037,41654100,115.5,,,,670,122.9360579,-0.296058941,,,,,,,,,,,
42300,116.699997,116.330002,119.080002,114.155998,59366900,119.230003,,,,671,121.5539243,1.016075701,,,,,,,,,,,
42303,118.080002,114.919998,115.279999,110.513138,66333800,118.129997,,,,672,118.0420147,-0.342017748,,,,,,,,,,,
42304,115.400002,113.989998,114.550003,109.813309,69884400,116.540001,,,,673,115.9281703,1.51183169,,,,,,,,,,,
42305,116.93,116.059998,119.269997,114.338127,85551400,119.300003,,,,674,116.6587436,-0.158743554,,,,,,,,,,,
42306,118.699997,118.269997,120.529999,115.546036,51227300,120.690002,,,,675,115.8147822,0.435217761,,,,,,,,,,,
42307,120.989998,119.449997,119.5,114.558632,49365300,121.220001,,,,676,119.4232453,0.566752749,,,,,,,,,,,
42310,120.800003,119.610001,121.18,116.169159,32203300,121.360001,,,,677,117.242506,0.937493969,,,,,,,,,,,
42311,120.790001,120.699997,122.57,117.501694,45519000,123.489998,,,,678,116.3558399,-0.935841917,,,,,,,,,,,
42312,123.129997,121.620003,122,116.955254,44886100,123.82,,,,679,116.5523809,-0.152378851,,,,,,,,,,,
42313,121.849998,120.18,120.919998,116.4161,39552700,122.690002,,,,680,116.1566236,0.153374431,,,,,,,,,,,
42314,121.110001,120.620003,121.059998,116.550888,33042300,121.809998,,,,681,117.5881575,0.061844491,,,,,,,,,,,
42317,120.959999,120.050003,120.57,116.07914,33871400,121.809998,,,,682,117.1639122,0.2760898,,,,,,,,,,,
42318,116.900002,116.059998,116.769997,112.420677,59127900,118.07,,,,683,116.4430741,0.076922885,,,,,,,,,,,
42319,116.370003,115.209999,116.110001,111.785263,45218000,117.419998,,,,684,114.6607923,-0.310794338,,,,,,,,,,,
42320,116.260002,115.650002,115.720001,111.40979,32525600,116.82,,,,685,109.8879039,2.012098098,,,,,,,,,,,
42321,115.199997,112.269997,112.339996,108.15567,45812400,115.57,,,,686,102.8834694,5.916533639,,,,,,,,,,,
42324,111.379997,111,114.18,109.927155,38106700,114.239998,,,,687,109.514986,1.595014955,,,,,,,,,,,
42325,114.919998,113.32,113.690002,109.455406,27616900,115.050003,,,,688,110.5055918,-0.615592787,,,,,,,,,,,
42326,115.760002,115.5,117.290001,112.92131,46674700,117.489998,,,,689,114.3109613,-1.070963281,,,,,,,,,,,
42327,117.639999,116.760002,118.779999,114.35582,43295800,119.75,,,,690,113.8177185,-0.507720492,,,,,,,,,,,
42328,119.199997,118.849998,119.300003,114.856453,34287100,119.919998,,,,691,113.2156322,1.314366813,,,,,,,,,,,
42331,119.269997,117.339996,117.75,113.364174,32482500,119.730003,,,,692,110.1923432,1.687653845,,,,,,,,,,,
42332,117.330002,117.120003,118.879997,114.452087,42803200,119.349998,,,,693,112.785247,-0.445251006,,,,,,,,,,,
42333,119.209999,117.919998,118.029999,113.633751,21388300,119.230003,,,,694,112.5019415,0.278057545,,,,,,,,,,,
42335,118.290001,117.599998,117.809998,113.421944,13046400,118.410004,,,,695,109.9584151,0.491581853,,,,,,,,,,,
42338,117.989998,117.75,118.300003,113.893692,39180300,119.410004,,,,696,113.3004646,-0.740466565,,,,,,,,,,,
42339,118.75,116.860001,117.339996,112.969444,34852400,118.809998,,,,697,113.4593763,0.560620681,,,,,,,,,,,
42340,117.339996,116.080002,116.279999,111.948929,33386600,118.110001,,,,698,112.7179829,0.562016121,,,,,,,,,,,
42341,116.550003,114.220001,115.199997,110.909157,41569500,116.790001,,,,699,114.1334512,0.076547782,,,,,,,,,,,
42342,115.290001,115.110001,119.029999,114.596504,57777000,119.25,,,,700,116.9899803,-0.099981253,,,,,,,,,,,
42345,118.980003,117.809998,118.279999,113.874435,32084200,119.860001,,,,701,117.313827,-0.783828033,,,,,,,,,,,
42346,117.519997,116.860001,118.230003,113.826294,34309500,118.599998,,,,702,117.2225607,-0.682559711,,,,,,,,,,,
42347,117.639999,115.080002,115.620003,111.313515,46361400,117.690002,,,,703,115.8497831,0.640214859,,,,,,,,,,,
42348,116.040001,115.510002,116.169998,111.843025,29104200,116.940002,,,,704,113.9848807,0.315122264,,,,,,,,,,,
42349,115.190002,112.849998,113.18,108.964409,46886200,115.389999,,,,705,115.4059079,-0.035904871,,,,,,,,,,,
42352,112.18,109.790001,112.480003,108.290482,64318700,112.68,,,,706,114.3445486,-0.164548594,,,,,,,,,,,
42353,111.940002,110.349998,110.489998,106.374588,53323100,112.800003,,,,707,114.7959698,-0.07596879,,,,,,,,,,,
42354,111.07,108.800003,111.339996,107.192924,56238500,111.989998,,,,708,115.4367597,0.063240267,,,,,,,,,,,
42355,112.019997,108.980003,108.980003,104.920845,44772800,112.25,,,,709,116.7661157,-0.076113737,,,,,,,,,,,
42356,108.910004,105.809998,106.029999,102.080704,96453300,109.519997,,,,710,114.0189438,0.551056209,,,,,,,,,,,
42359,107.279999,105.57,107.330002,103.332298,47590600,107.370003,,,,711,112.7023507,0.807651294,,,,,,,,,,,
42360,107.400002,106.449997,107.230003,103.236031,32789400,107.720001,,,,712,111.5042942,0.035706828,,,,,,,,,,,
42361,107.269997,107.199997,108.610001,104.564606,32657400,108.849998,,,,713,110.7640792,-1.144076205,,,,,,,,,,,
42362,109,107.949997,108.029999,104.006226,13570400,109,,,,714,110.5202446,0.489757442,,,,,,,,,,,
42366,107.589996,106.18,106.82,102.841293,26704200,107.690002,,,,715,111.4537446,-0.083741576,,,,,,,,,,,
42367,106.959999,106.860001,108.739998,104.689766,30931200,109.43,,,,716,112.0472812,-0.307283166,,,,,,,,,,,
42368,108.580002,107.18,107.32,103.322678,25213800,108.699997,,,,717,112.5129978,-0.743000818,,,,,,,,,,,
42369,107.010002,104.82,105.260002,101.339394,40635300,107.029999,,,,718,111.1164881,-0.926486076,,,,,,,,,,,
42373,102.610001,102,105.349998,101.426033,67649400,105.370003,,,,719,112.3342043,-0.054205297,,,,,,,,,,,
42374,105.75,102.410004,102.709999,98.884369,55791000,105.849998,,,,720,112.933374,-0.183373961,,,,,,,,,,,
42375,100.559998,99.870003,100.699997,96.949242,68457400,102.370003,,,,721,112.1075065,0.342490535,,,,,,,,,,,
42376,98.68,96.43,96.449997,92.857529,81094400,100.129997,,,,722,111.7609575,-0.240960478,,,,,,,,,,,
42377,98.550003,96.760002,96.959999,93.348541,70798000,99.110001,,,,723,112.3232618,-0.223263779,,,,,,,,,,,
42380,98.970001,97.339996,98.529999,94.860062,49739400,99.059998,,,,724,112.2953512,-0.295351196,,,,,,,,,,,
42381,100.550003,98.839996,99.959999,96.236794,49154200,100.690002,,,,725,112.2361434,-0.486143443,,,,,,,,,,,
42382,100.32,97.300003,97.389999,93.762527,62439600,101.190002,,,,726,113.8860694,0.283928573,,,,,,,,,,,
42383,97.959999,95.739998,99.519997,95.813171,63170100,100.480003,,,,727,114.5639264,1.016075624,,,,,,,,,,,
42384,96.199997,95.360001,97.129997,93.512207,79010000,97.709999,,,,728,115.8608939,-0.360893945,,,,,,,,,,,
42388,98.410004,95.5,96.660004,93.059715,53087700,98.650002,,,,729,119.2438508,-0.013847769,,,,,,,,,,,
42389,95.099998,93.419998,96.790001,93.184875,72334400,98.190002,,,,730,118.005183,0.124813953,,,,,,,,,,,
42390,97.059998,94.940002,96.300003,92.713127,52161500,97.879997,,,,731,116.0984175,0.441583459,,,,,,,,,,,
42391,98.629997,98.370003,101.419998,97.64241,65800500,101.459999,,,,732,119.780146,-0.480143037,,,,,,,,,,,
42394,101.519997,99.209999,99.440002,95.73616,51794500,101.529999,,,,733,120.8426661,-0.152664135,,,,,,,,,,,
42395,99.93,98.07,99.989998,96.265678,75077000,100.879997,,,,734,121.1853716,0.034629379,,,,,,,,,,,
42396,96.040001,93.339996,93.419998,89.940399,133369700,96.629997,,,,735,122.0868135,-0.726812533,,,,,,,,,,,
42397,93.790001,92.389999,94.089996,90.585442,55678800,94.519997,,,,736,122.7574585,0.7325395,,,,,,,,,,,
42398,94.790001,94.349998,97.339996,93.714378,64416500,97.339996,,,,737,123.5532643,0.266735722,,,,,,,,,,,
42401,96.470001,95.400002,96.43,92.838287,40943500,96.709999,,,,738,122.3709725,0.319029464,,,,,,,,,,,
42402,95.419998,94.279999,94.480003,90.960915,37357200,96.040001,,,,739,121.7982424,0.011755648,,,,,,,,,,,
42403,95,94.080002,96.349998,92.761269,45964300,96.839996,,,,740,121.5626871,0.247310916,,,,,,,,,,,
42404,95.860001,95.190002,96.599998,93.506599,46471700,97.330002,,,,741,117.7988962,0.271103754,,,,,,,,,,,
42405,96.519997,93.690002,94.019997,91.009224,46418100,96.919998,,,,742,117.2055156,0.21448237,,,,,,,,,,,
42408,93.129997,93.040001,95.010002,91.967522,54021400,95.699997,,,,743,116.6330758,0.186924241,,,,,,,,,,,
42409,94.290001,93.93,94.989998,91.948151,44331200,95.940002,,,,744,114.827928,0.742072031,,,,,,,,,,,
42410,95.919998,94.099998,94.269997,91.251221,42343600,96.349998,,,,745,114.0379838,0.202014163,,,,,,,,,,,
42411,93.790001,92.589996,93.699997,90.699478,50074700,94.720001,,,,746,115.1239688,-0.07396585,,,,,,,,,,,
42412,94.190002,93.010002,93.989998,90.980186,40351400,94.5,,,,747,117.5514897,-0.06149174,,,,,,,,,,,
42416,95.019997,94.610001,96.639999,93.545326,49057900,96.849998,,,,748,119.3599941,0.390005879,,,,,,,,,,,
42417,96.669998,96.150002,98.120003,94.977928,44863200,98.209999,,,,749,119.9583494,-0.038351449,,,,,,,,,,,
42418,98.839996,96.089996,96.260002,93.177498,39021000,98.889999,,,,750,119.4328604,0.297142607,,,,,,,,,,,
42419,96,95.800003,96.040001,92.964539,35374200,96.760002,,,,751,119.105256,0.244741963,,,,,,,,,,,
42422,96.309998,95.919998,96.879997,93.777634,34280800,96.900002,,,,752,119.3246787,-0.094675664,,,,,,,,,,,
42423,96.400002,94.550003,94.690002,91.657768,31942600,96.5,,,,753,118.6366439,-0.226639936,,,,,,,,,,,
42424,93.980003,93.32,96.099998,93.022614,36255700,96.379997,,,,754,118.8913753,0.518628663,,,,,,,,,,,
42425,96.050003,95.25,96.760002,93.661484,27582700,96.760002,,,,755,118.9954943,-0.18549632,,,,,,,,,,,
42426,97.199997,96.580002,96.910004,93.806679,28991100,98.019997,,,,756,117.5998788,0.510122236,,,,,,,,,,,
42429,96.860001,96.650002,96.690002,93.593727,35216300,98.230003,,,,757,117.0252299,-0.235228926,,,,,,,,,,,
42430,97.650002,97.419998,100.529999,97.310738,50407100,100.769997,,,,758,118.6826105,0.567389481,,,,,,,,,,,
42431,100.510002,99.639999,100.75,97.523712,33169600,100.889999,,,,759,119.4629243,0.397076706,,,,,,,,,,,
42432,100.580002,100.449997,101.5,98.249687,36955700,101.709999,,,,760,118.8245228,-0.224524801,,,,,,,,,,,
42433,102.370003,101.370003,103.010002,99.711334,46055100,103.75,,,,761,117.7621007,-0.072098717,,,,,,,,,,,
42436,102.389999,100.959999,101.870003,98.607834,35828900,102.830002,,,,762,116.8585749,0.081427064,,,,,,,,,,,
42437,100.779999,100.400002,101.029999,97.794731,31561900,101.760002,,,,763,115.2398366,0.150162415,,,,,,,,,,,
42438,101.309998,100.269997,101.120003,97.881859,27201700,101.580002,,,,764,113.9647028,-1.28470279,,,,,,,,,,,
42439,101.410004,100.150002,101.169998,97.930244,33513600,102.239998,,,,765,112.1536182,0.646384831,,,,,,,,,,,
42440,102.239998,101.5,102.260002,98.985344,27408200,102.279999,,,,766,112.742228,-0.752230033,,,,,,,,,,,
42443,101.910004,101.779999,102.519997,99.23703,25076100,102.910004,,,,767,111.5731158,0.676884234,,,,,,,,,,,
42444,103.959999,103.849998,104.580002,101.231064,40067700,105.18,,,,768,108.8941945,0.625802489,,,,,,,,,,,
42445,104.610001,104.589996,105.970001,102.576553,38303500,106.309998,,,,769,108.5443685,-1.174365549,,,,,,,,,,,
42446,105.519997,104.959999,105.800003,102.411987,34420700,106.470001,,,,770,108.1592516,-0.43925064,,,,,,,,,,,
42447,106.339996,105.190002,105.919998,102.528152,44205200,106.5,,,,771,108.7825972,0.067400778,,,,,,,,,,,
42450,105.93,105.139999,105.910004,102.518471,35502700,107.650002,,,,772,109.1253104,-0.125310405,,,,,,,,,,,
42451,105.25,105.209999,106.720001,103.302521,32444400,107.290001,,,,773,108.0577674,-0.36776545,,,,,,,,,,,
42452,106.480003,105.900002,106.129997,102.731422,25703500,107.07,,,,774,108.7857145,0.644285499,,,,,,,,,,,
42453,105.470001,104.889999,105.669998,102.286148,26133000,106.25,,,,775,108.6964628,0.003534198,,,,,,,,,,,
42457,106,105.059998,105.190002,101.821526,19411400,106.190002,,,,776,107.1447098,-0.11471079,,,,,,,,,,,
42458,104.889999,104.879997,107.68,104.231789,31190100,107.790001,,,,777,105.4961091,-0.126106143,,,,,,,,,,,
42459,108.650002,108.599998,109.559998,106.05159,45601100,110.419998,,,,778,105.4695843,0.380413666,,,,,,,,,,,
42460,109.720001,108.879997,108.989998,105.49984,25888400,109.900002,,,,779,101.6497142,0.720288766,,,,,,,,,,,
42461,108.779999,108.199997,109.989998,106.467812,25874000,110,,,,780,98.71894618,1.411050821,,,,,,,,,,,
42464,110.419998,110.269997,111.120003,107.56163,37356200,112.190002,,,,781,98.81747185,0.29252915,,,,,,,,,,,
42465,109.510002,109.419998,109.809998,106.293571,26578700,110.730003,,,,782,99.86765323,-0.807655232,,,,,,,,,,,
42466,110.230003,109.199997,110.959999,107.406754,26404100,110.980003,,,,783,101.3725442,-0.682542213,,,,,,,,,,,
42467,109.949997,108.120003,108.540001,105.064262,31801900,110.419998,,,,784,100.0349483,1.155053662,,,,,,,,,,,
42468,108.910004,108.169998,108.660004,105.180405,23581700,109.769997,,,,785,100.5451708,-0.065167849,,,,,,,,,,,
42471,108.970001,108.830002,109.019997,105.52887,29407500,110.610001,,,,786,97.9529333,-0.242934295,,,,,,,,,,,
42472,109.339996,108.660004,110.440002,106.903404,27232300,110.5,,,,787,98.85836537,-0.208363367,,,,,,,,,,,
42473,110.800003,110.800003,112.040001,108.452171,33257300,112.339996,,,,788,97.63936325,0.550638753,,,,,,,,,,,
42474,111.620003,111.330002,112.099998,108.510239,25473900,112.389999,,,,789,97.92045481,-0.040457812,,,,,,,,,,,
42475,112.110001,109.730003,109.849998,106.332298,46939000,112.300003,,,,790,101.4216756,0.038323445,,,,,,,,,,,
42478,108.889999,106.940002,107.480003,104.038185,60834000,108.949997,,,,791,101.5355394,-0.005540354,,,,,,,,,,,
42479,107.879997,106.230003,106.910004,103.48645,32384900,108,,,,792,101.4248057,-0.544808695,,,,,,,,,,,
42480,106.639999,106.059998,107.129997,103.699394,30611000,108.089996,,,,793,96.28106845,0.348928549,,,,,,,,,,,
42481,106.93,105.519997,105.970001,102.576553,31552500,106.93,,,,794,95.16068271,-0.64068571,,,,,,,,,,,
42482,105.010002,104.620003,105.68,102.29583,33683100,106.480003,,,,795,97.46164994,-0.121653944,,,,,,,,,,,
42485,105,104.510002,105.080002,101.71505,28031600,105.650002,,,,796,97.41179944,-0.701800439,,,,,,,,,,,
42486,103.910004,103.910004,104.349998,101.008415,56016200,105.300003,,,,797,95.73092552,0.309075484,,,,,,,,,,,
42487,96,95.68,97.82,94.687538,114602100,98.709999,,,,798,96.89190314,-0.051907137,,,,,,,,,,,
42488,97.610001,94.25,94.830002,91.793282,82242700,97.879997,,,,799,97.17965079,0.150351206,,,,,,,,,,,
42489,93.989998,92.510002,93.739998,90.738197,68531500,94.720001,,,,800,96.32126521,0.598732786,,,,,,,,,,,
42492,93.970001,92.400002,93.639999,90.641396,48160100,94.080002,,,,801,95.08875795,0.611239051,,,,,,,,,,,
42493,94.199997,93.68,95.18,92.132072,56831300,95.739998,,,,802,95.46161682,0.478385183,,,,,,,,,,,
42494,95.199997,93.82,94.190002,91.173782,41025500,95.900002,,,,803,95.94475755,0.405240452,,,,,,,,,,,
42495,94,92.68,93.239998,90.803703,35890500,94.07,,,,804,94.73434764,-0.014346644,,,,,,,,,,,
42496,93.370003,91.849998,92.720001,90.297287,43458200,93.449997,,,,805,94.99441225,-0.494412248,,,,,,,,,,,
42499,93,92.589996,92.790001,90.365463,32936400,93.769997,,,,806,96.88981585,-0.039817846,,,,,,,,,,,
42500,93.330002,92.110001,93.419998,90.978996,33686800,93.57,,,,807,98.43891182,-0.228912821,,,,,,,,,,,
42501,93.480003,92.459999,92.510002,90.092781,28719100,93.57,,,,808,98.53043217,0.359566829,,,,,,,,,,,
42502,92.720001,89.470001,90.339996,87.979477,76314700,92.779999,,,,809,96.61304114,0.14696086,,,,,,,,,,,
42503,90,90,90.519997,88.154778,44392800,91.669998,,,,810,97.35746139,-0.457459394,,,,,,,,,,,
42506,92.389999,91.650002,93.879997,91.426987,61259800,94.389999,,,,811,96.34379758,0.156202418,,,,,,,,,,,
42507,94.550003,93.010002,93.489998,91.047173,46916900,94.699997,,,,812,96.21553808,0.164458918,,,,,,,,,,,
42508,94.160004,93.889999,94.559998,92.089218,42062400,95.209999,,,,813,97.30027667,-0.540274668,,,,,,,,,,,
42509,94.639999,93.57,94.199997,91.738617,30442100,94.639999,,,,814,97.69879055,0.321206446,,,,,,,,,,,
42510,94.639999,94.519997,95.220001,92.731979,32026000,95.43,,,,815,97.3391363,0.890866702,,,,,,,,,,,
42513,95.870003,95.669998,96.43,93.910347,38018600,97.190002,,,,816,100.3671178,0.40287923,,,,,,,,,,,
42514,97.220001,96.839996,97.900002,95.341949,35140200,98.089996,,,,817,101.5044972,-0.614498159,,,,,,,,,,,
42515,98.669998,98.110001,99.620003,97.016998,38168800,99.739998,,,,818,101.8175184,-0.107519365,,,,,,,,,,,
42516,99.68,98.639999,100.410004,97.786369,56331200,100.730003,,,,819,103.7728944,-0.022894431,,,,,,,,,,,
42517,99.440002,99.25,100.349998,97.727921,36229500,100.470001,,,,820,103.0711094,-0.241107404,,,,,,,,,,,
42521,99.599998,98.82,99.860001,97.250732,42307200,100.400002,,,,821,101.6075232,0.152478818,,,,,,,,,,,
42522,99.019997,98.330002,98.459999,95.887321,29173300,99.540001,,,,822,102.0347435,-0.454741528,,,,,,,,,,,
42523,97.599998,96.629997,97.720001,95.166649,40191600,97.839996,,,,823,102.2147344,0.025263582,,,,,,,,,,,
42524,97.790001,97.449997,97.919998,95.361412,28062900,98.269997,,,,824,103.0129426,-0.732943585,,,,,,,,,,,
42527,97.989998,97.550003,98.629997,96.052864,23292500,101.889999,,,,825,102.8724674,0.037536585,,,,,,,,,,,
42528,99.25,98.959999,99.029999,96.442413,22409500,99.870003,,,,826,105.0174565,0.162543497,,,,,,,,,,,
42529,99.019997,98.68,98.940002,96.354774,20848100,99.559998,,,,827,106.1469089,0.163089089,,,,,,,,,,,
42530,98.5,98.459999,99.650002,97.046211,26601400,99.989998,,,,828,106.4675591,0.002441918,,,,,,,,,,,
42531,98.529999,98.480003,98.830002,96.247635,31712900,99.349998,,,,829,107.0628772,-0.562877223,,,,,,,,,,,
42534,98.690002,97.099998,97.339996,94.79657,38020500,99.120003,,,,830,106.758087,0.89191496,,,,,,,,,,,
42535,97.32,96.75,97.459999,94.913445,31931900,98.480003,,,,831,106.842948,0.447052974,,,,,,,,,,,
42536,97.82,97.029999,97.139999,94.601807,29445200,98.410004,,,,832,106.9486824,0.121317591,,,,,,,,,,,
42537,96.449997,96.07,97.550003,95.001099,31326800,97.75,,,,833,106.3251508,-0.07515082,,,,,,,,,,,
42538,96.620003,95.300003,95.330002,92.839088,61008200,96.650002,,,,834,106.2371191,-0.047117111,,,,,,,,,,,
42541,96,95.029999,95.099998,92.615105,34411900,96.57,,,,835,107.3955442,0.394456751,,,,,,,,,,,
42542,94.940002,94.68,95.910004,93.403946,35546400,96.349998,,,,836,109.9472809,0.472717136,,,,,,,,,,,
42543,96.25,95.349998,95.550003,93.053352,29219100,96.889999,,,,837,110.0286709,-0.128668869,,,,,,,,,,,
42544,95.940002,95.25,96.099998,93.588974,32240200,96.290001,,,,838,110.3566972,-0.356697242,,,,,,,,,,,
42545,92.910004,92.650002,93.400002,90.959526,75311400,94.660004,,,,839,111.564567,0.625434957,,,,,,,,,,,
42548,93,91.5,92.040001,89.635063,45489600,93.050003,,,,840,110.28795,0.442052985,,,,,,,,,,,
42549,92.900002,92.139999,93.589996,91.144562,40444900,93.660004,,,,841,111.6376579,-0.657654862,,,,,,,,,,,
42550,93.970001,93.629997,94.400002,91.933395,36531000,94.550003,,,,842,110.1677698,0.252228196,,,,,,,,,,,
42551,94.440002,94.300003,95.599998,93.102036,35836400,95.769997,,,,843,109.5116208,0.258376155,,,,,,,,,,,
42552,95.489998,95.330002,95.889999,93.38446,26026500,96.470001,,,,844,109.6107222,0.999278826,,,,,,,,,,,
42556,95.389999,94.459999,94.989998,92.507965,27705200,95.400002,,,,845,110.8932917,-0.393291724,,,,,,,,,,,
42557,94.599998,94.370003,95.529999,93.033875,30949100,95.660004,,,,846,112.2553535,0.084642545,,,,,,,,,,,
42558,95.699997,95.620003,95.940002,93.433159,25139600,96.5,,,,847,112.6000594,-0.210060363,,,,,,,,,,,
42559,96.489998,96.050003,96.68,94.153824,28912100,96.889999,,,,848,112.0251814,0.274821581,,,,,,,,,,,
42562,96.75,96.730003,96.980003,94.445976,23794900,97.650002,,,,849,109.3287322,-0.378735215,,,,,,,,,,,
42563,97.169998,97.120003,97.419998,94.874481,24167500,97.699997,,,,850,108.3523778,-0.352377767,,,,,,,,,,,
42564,97.410004,96.839996,96.870003,94.338867,25892200,97.669998,,,,851,107.7512432,0.338752782,,,,,,,,,,,
42565,97.389999,97.32,98.790001,96.208702,38919000,98.989998,,,,852,107.3204242,-0.39042423,,,,,,,,,,,
42566,98.919998,98.5,98.779999,96.198952,30137000,99.300003,,,,853,106.1973384,0.282664558,,,,,,,,,,,
42569,98.699997,98.599998,99.830002,97.221512,36493900,100.129997,,,,854,105.7775205,-0.127518479,,,,,,,,,,,
